study_id,title,author,year,disease,technology,samples,cells,paper_url,data_url,metadata_url,cell_types_url,summary_url,meta_programs_url,cnas_url,umap_url,cell_cycle_url,diseases,technology_raw,data_completeness,cancer_types
20779.0,Durante et al. 2020,Durante,2020,Uveal melanoma,10x,11,103703,https://www.nature.com/articles/s41467-019-14256-1,https://www.dropbox.com/scl/fi/x1s7hmmukyp54tcah3spp/Data_Durante2020_Other-Models.tar.gz?rlkey=vjtwtnnjryncc8fw1v1boaru9&dl=1,,,study-data/comments/20779,,,,,['Uveal melanoma'],10x,0.0,['othermodels']
20785.0,Gaydosik et al. 2019,Gaydosik,2019,Cutaneous T cell lymphoma,10x,9,30497,https://aacrjournals.org/clincancerres/article/25/14/4443/81646/Single-Cell-Lymphocyte-Heterogeneity-in-Advanced,https://www.dropbox.com/scl/fi/jfqtppjry9dghjjs1adfk/Data_Gaydosik2019_Hematologic.tar.gz?rlkey=503yfk4yaebng1epvam4jz8zf&dl=1,,study-data/cell-types/20785,study-data/comments/20785,study-data/meta-programs/20785,,study-data/umap/20785,study-data/cell-cycle/20785,['Cutaneous T cell lymphoma'],10x,0.75,['hematologic']
20788.0,Geistlinger et al. 2020,Geistlinger,2020,HGSOC,10x,5,41031,https://aacrjournals.org/cancerres/article/80/20/4335/645870/Multiomic-Analysis-of-Subtype-Evolution-and,https://www.dropbox.com/scl/fi/e56qzfue93c6rvmp1uqyh/Data_Geistlinger2020_Ovarian.tar.gz?rlkey=roji3qwv7hg82cs0lumu02haw&dl=1,,study-data/cell-types/20788,study-data/comments/20788,study-data/meta-programs/20788,study-data/cnas/20788,study-data/umap/20788,study-data/cell-cycle/20788,['HGSOC'],10x,1.0,['ovarian']
20791.0,Gonzalez et al. 2022,Gonzalez,2022,Brain metastases,10x,15,99150,https://www.sciencedirect.com/science/article/abs/pii/S0092867421015658,https://www.dropbox.com/scl/fi/4tnimxs9j7x9akv8h3ofc/Data_Gonzalez2022_Other-Models.tar.gz?rlkey=936ixwyhr93i8nxrvj778ad1r&dl=1,,study-data/cell-types/20791,study-data/comments/20791,study-data/meta-programs/20791,study-data/cnas/20791,study-data/umap/20791,study-data/cell-cycle/20791,['Brain metastases'],10x,1.0,['othermodels']
20794.0,Griffiths et al. 2021,Griffiths,2021,Breast cancer,10x,95,111372,https://www.nature.com/articles/s43018-021-00215-7,https://www.dropbox.com/scl/fi/9hkznvvcnzuu2kgfixrb1/Data_Griffiths2021_Breast.tar.gz?rlkey=9jz5yz2sw99b9oq4sevfx8vmm&dl=1,,study-data/cell-types/20794,study-data/comments/20794,study-data/meta-programs/20794,,study-data/umap/20794,study-data/cell-cycle/20794,['Breast cancer'],"10x, iCell8",0.75,['breast']
20797.0,Gubin et al. 2018,Gubin,2018,Sarcoma,10x,4,14618,https://www.sciencedirect.com/science/article/pii/S009286741831242X,https://www.dropbox.com/scl/fi/w77glyhjsmt7rhm0ot0al/Data_Gubin2018_Other-Models.tar.gz?rlkey=7p2y1dwfaztf94gskok0pc5hb&dl=1,,study-data/cell-types/20797,study-data/comments/20797,,,study-data/umap/20797,,['Sarcoma'],10x,0.25,['othermodels']
20800.0,Gulati et al. 2020,Gulati,2020,Breast cancer,SmartSeq2,15,1902,https://www.science.org/doi/10.1126/science.aax0249,https://www.dropbox.com/scl/fi/hmeedphy1jw21neigzhty/Data_Gulati2020_Breast.tar.gz?rlkey=rugcfbbe0uja2ycxg19nfji5x&dl=1,,study-data/cell-types/20800,study-data/comments/20800,study-data/meta-programs/20800,,study-data/umap/20800,,['Breast cancer'],SmartSeq2,0.5,['breast']
20803.0,Guo et al. 2018,Guo,2018,NSCLC,SmartSeq2,40,12346,https://www.nature.com/articles/s41591-018-0045-3,https://www.dropbox.com/scl/fi/xm4x3thusfqi7vhqbkds6/Data_Guo2018_Lung.tar.gz?rlkey=cnxhnn4c7brjbq6cbdbo2cg5u&dl=1,,study-data/cell-types/20803,study-data/comments/20803,study-data/meta-programs/20803,,study-data/umap/20803,study-data/cell-cycle/20803,['NSCLC'],SmartSeq2,0.75,['lung']
20806.0,He et al. 2021,He,2021,Metastatic prostate cancer,SmartSeq2,15,2170,https://www.nature.com/articles/s41591-021-01244-6,https://www.dropbox.com/scl/fi/jiwf6n9iny4limv4gnc4m/Data_He2021_Prostate.tar.gz?rlkey=63d4khr3x25eeygv1kua22m5z&dl=1,,study-data/cell-types/20806,study-data/comments/20806,study-data/meta-programs/20806,study-data/cnas/20806,study-data/umap/20806,study-data/cell-cycle/20806,['Metastatic prostate cancer'],SmartSeq2,1.0,['prostate']
20809.0,Hollern et al. 2019,Hollern,2019,TNBC,10x,4,27532,https://www.sciencedirect.com/science/article/pii/S009286741931178X,https://www.dropbox.com/scl/fi/hx289ezlkryp8045upbx0/Data_Hollern2019_Other-Models.tar.gz?rlkey=tv6i6lf58jalmeflu1b2zz6v1&dl=1,,study-data/cell-types/20809,study-data/comments/20809,study-data/meta-programs/20809,,study-data/umap/20809,,['TNBC'],10x,0.5,['othermodels']
20812.0,Hwang et al. 2022,Hwang,2022,PDAC,10x,43,224988,https://www.nature.com/articles/s41588-022-01134-8,https://www.dropbox.com/scl/fi/r8jwjwepft8j6smta7boc/Data_Hwang2022_Pancreas.tar.gz?rlkey=mkbspxoy3ouu2u4bruwtlxjyg&dl=1,,study-data/cell-types/20812,study-data/comments/20812,study-data/meta-programs/20812,study-data/cnas/20812,study-data/umap/20812,study-data/cell-cycle/20812,['PDAC'],10x,1.0,['pancreas']
20815.0,Jordan et al. 2016,Jordan,2016,Breast cancer,Other,16,74,https://www.nature.com/articles/nature19328,https://www.dropbox.com/scl/fi/sx349k3typyoy7szsk37h/Data_Jordan2016_Other-Models.tar.gz?rlkey=ja31yuh11sa7y3x5kvt8ff78b&dl=1,,study-data/cell-types/20815,study-data/comments/20815,,,study-data/umap/20815,study-data/cell-cycle/20815,['Breast cancer'],,0.5,['othermodels']
20818.0,Kim et al. 2018,Kim,2018,TNBC,Other,16,2472,https://www.sciencedirect.com/science/article/pii/S0092867418303659,https://www.dropbox.com/scl/fi/qb4iao8dq4xf8388u6g4i/Data_Kim2018_Breast.tar.gz?rlkey=a4njtxj15ccbrc4wmic8oi1zw&dl=1,,study-data/cell-types/20818,study-data/comments/20818,study-data/meta-programs/20818,,study-data/umap/20818,,['TNBC'],Nanogrid,0.5,['breast']
20821.0,Krishna et al. 2021,Krishna,2021,RCC,10x,29,167283,https://www.sciencedirect.com/science/article/pii/S1535610821001653,https://www.dropbox.com/scl/fi/mdli6islnfg6x85d36bi6/Data_Krishna2021_Kidney.tar.gz?rlkey=s25mgdka6u62tt9682piosflw&dl=1,,study-data/cell-types/20821,study-data/comments/20821,study-data/meta-programs/20821,study-data/cnas/20821,study-data/umap/20821,study-data/cell-cycle/20821,['RCC'],10x,1.0,['kidney']
20824.0,Kumar et al. 2022,Kumar,2022,Gastric cancer,10x,40,158500,https://cancerdiscovery.aacrjournals.org/content/early/2021/10/11/2159-8290.CD-21-0683,https://www.dropbox.com/scl/fi/i66mqyrzfsvweq9iujx1k/Data_Kumar2022_Other-Models.tar.gz?rlkey=xdwkirtdsoyod2kdsnwfg3kwn&dl=1,,study-data/cell-types/20824,,study-data/meta-programs/20824,,study-data/umap/20824,study-data/cell-cycle/20824,['Gastric cancer'],10x,0.75,['othermodels']
20830.0,Li et al. 2019,Li,2019,Melanoma,Other,27,78336,https://www.sciencedirect.com/science/article/pii/S009286741831568X,https://www.dropbox.com/scl/fi/1krjqfommrghjugeqw3fq/Data_Li2019_Skin.tar.gz?rlkey=d4xyxgr1qxe3cx2bgd8lc5ok9&dl=1,,study-data/cell-types/20830,study-data/comments/20830,study-data/meta-programs/20830,,study-data/umap/20830,study-data/cell-cycle/20830,['Melanoma'],MARS-seq,0.75,['skin']
20833.0,Mahuron et al. 2020,Mahuron,2020,Metastatic melanoma,10x,6,27935,https://rupress.org/jem/article/217/9/e20192080/151858/Layilin-augments-integrin-activation-to-promote,https://www.dropbox.com/scl/fi/ah93wpw1hhyt1zfijamvx/Data_Mahuron2020_Skin.tar.gz?rlkey=zvsc3v5awncve7lb91zuraqbc&dl=1,,study-data/cell-types/20833,study-data/comments/20833,study-data/meta-programs/20833,,study-data/umap/20833,study-data/cell-cycle/20833,['Metastatic melanoma'],10x,0.75,['skin']
